length_m,diameter_mm,installation_type,insulation_material,year_of_operation,pipeline_replacement
381.6,100,above_ground,polyurethane_foam,1995,no
123.5,200,underground,foam_glass,2018,no
347.8,250,above_ground,polyurethane_foam,1992,yes
295.0,200,above_ground,mineral_wool,1990,yes
91.4,150,underground,mineral_wool,1994,yes
482.5,300,above_ground,foam_glass,2006,no
476.1,250,in_channel,foam_glass,2001,yes
199.5,250,underground,foam_glass,2001,no
234.0,100,underground,foam_glass,1994,yes
494.0,250,above_ground,polyurethane_foam,2002,no
188.8,100,in_channel,mineral_wool,2014,no
244.2,200,underground,mineral_wool,2022,no
167.2,200,in_channel,polyurethane_foam,1990,yes
423.3,150,above_ground,polyurethane_foam,2003,no
134.8,200,underground,foam_glass,2022,no
180.2,200,in_channel,mineral_wool,2004,no
389.2,200,in_channel,mineral_wool,1998,yes
363.5,250,underground,mineral_wool,2002,yes
262.5,100,above_ground,mineral_wool,1994,yes
387.6,100,underground,mineral_wool,1997,no
106.1,100,underground,foam_glass,2003,no
406.1,100,underground,polyurethane_foam,1999,no
419.9,100,above_ground,polyurethane_foam,1999,no
462.8,250,above_ground,mineral_wool,2014,yes
134.4,250,above_ground,mineral_wool,1999,yes
125.5,100,in_channel,polyurethane_foam,1984,no
146.2,200,in_channel,polyurethane_foam,1987,no
205.8,250,in_channel,polyurethane_foam,2007,no
241.9,150,underground,mineral_wool,1997,no
393.5,250,underground,mineral_wool,2002,no
374.5,100,in_channel,foam_glass,2022,no
214.3,100,in_channel,mineral_wool,2006,no
326.8,300,underground,foam_glass,1980,yes
417.0,250,underground,mineral_wool,2013,no
375.8,100,underground,foam_glass,2015,yes
280.8,300,underground,polyurethane_foam,1989,yes
72.1,300,above_ground,foam_glass,1992,yes
95.9,150,above_ground,polyurethane_foam,2004,no
461.5,250,above_ground,foam_glass,2014,yes
470.5,300,underground,polyurethane_foam,2006,no
357.9,100,underground,foam_glass,1980,yes
477.8,300,in_channel,foam_glass,2016,yes
423.1,250,underground,mineral_wool,2002,no
174.7,150,above_ground,polyurethane_foam,2021,yes
177.4,250,underground,foam_glass,1990,yes
325.5,250,underground,polyurethane_foam,1996,yes
464.9,100,in_channel,foam_glass,1993,yes
315.4,300,in_channel,polyurethane_foam,2011,no
337.3,200,in_channel,mineral_wool,2004,no
369.9,150,in_channel,mineral_wool,2017,no
493.4,300,above_ground,foam_glass,2000,yes
272.9,250,in_channel,foam_glass,2005,yes
121.9,100,underground,polyurethane_foam,2001,no
126.3,150,in_channel,polyurethane_foam,2003,no
164.1,100,above_ground,mineral_wool,2003,no
368.5,100,in_channel,polyurethane_foam,1981,yes
391.7,100,above_ground,foam_glass,1987,no
306.0,200,underground,mineral_wool,1997,yes
320.1,200,above_ground,mineral_wool,2007,no
423.1,250,above_ground,foam_glass,2012,no
335.6,150,underground,polyurethane_foam,1980,yes
311.5,200,in_channel,mineral_wool,2005,no
349.8,250,in_channel,mineral_wool,2007,no
270.2,250,underground,mineral_wool,1989,yes
97.5,300,in_channel,polyurethane_foam,1994,no
451.0,300,in_channel,foam_glass,2006,yes
254.2,200,above_ground,mineral_wool,1981,yes
65.2,150,in_channel,polyurethane_foam,2005,no
312.8,150,in_channel,foam_glass,2009,no
170.2,250,above_ground,mineral_wool,1987,yes
499.2,150,in_channel,foam_glass,1986,yes
280.7,300,underground,polyurethane_foam,1993,yes
371.5,200,above_ground,polyurethane_foam,2012,no
340.3,250,in_channel,foam_glass,2009,no
102.9,300,above_ground,foam_glass,2013,no
327.6,300,above_ground,mineral_wool,1993,yes
393.0,300,above_ground,foam_glass,1994,yes
280.0,200,underground,mineral_wool,1995,yes
361.2,200,in_channel,foam_glass,2008,no
458.5,150,in_channel,foam_glass,1986,yes
467.4,150,above_ground,foam_glass,1980,yes
463.7,300,underground,foam_glass,2007,no
418.3,250,in_channel,mineral_wool,1990,yes
418.8,200,underground,mineral_wool,1982,yes
97.0,250,in_channel,polyurethane_foam,2008,no
85.3,150,underground,polyurethane_foam,2000,no
243.3,150,underground,polyurethane_foam,1999,yes
183.5,150,underground,polyurethane_foam,2011,no
300.7,200,above_ground,mineral_wool,1990,yes
377.5,200,above_ground,foam_glass,2012,no
250.1,100,above_ground,foam_glass,2022,yes
325.7,300,in_channel,foam_glass,1990,yes
51.2,250,underground,mineral_wool,1997,yes
164.6,200,above_ground,mineral_wool,1996,yes
108.8,150,underground,polyurethane_foam,2014,yes
95.9,150,in_channel,mineral_wool,1997,yes
300.8,250,underground,polyurethane_foam,2016,yes
94.0,100,underground,polyurethane_foam,1981,yes
455.7,100,in_channel,polyurethane_foam,2017,no
429.2,150,above_ground,mineral_wool,1999,yes
211.0,250,above_ground,mineral_wool,1988,yes
302.1,100,in_channel,foam_glass,2020,yes
143.8,150,underground,foam_glass,2010,no
321.7,100,above_ground,foam_glass,1991,no
117.3,150,underground,polyurethane_foam,2006,yes
431.8,100,in_channel,polyurethane_foam,2016,yes
471.9,200,above_ground,foam_glass,2000,yes
62.5,250,in_channel,polyurethane_foam,1986,no
89.5,150,in_channel,mineral_wool,2014,no
277.8,250,above_ground,foam_glass,1985,yes
64.9,300,above_ground,polyurethane_foam,2018,no
63.0,100,in_channel,mineral_wool,1988,no
286.6,200,in_channel,mineral_wool,2006,no
103.6,300,above_ground,foam_glass,2016,no
458.5,150,above_ground,foam_glass,2010,yes
316.0,100,above_ground,mineral_wool,1992,no
154.6,250,above_ground,foam_glass,1991,no
495.5,300,in_channel,mineral_wool,2021,no
244.5,150,above_ground,foam_glass,1995,no
270.4,100,underground,mineral_wool,1983,yes
385.8,200,above_ground,polyurethane_foam,1981,yes
230.9,250,underground,foam_glass,1980,yes
228.0,100,in_channel,foam_glass,2019,no
238.8,100,underground,polyurethane_foam,2008,yes
153.2,300,in_channel,foam_glass,1992,yes
418.3,150,underground,mineral_wool,2006,yes
113.0,100,in_channel,foam_glass,2009,yes
460.0,100,underground,foam_glass,2011,no
217.3,300,in_channel,foam_glass,1997,yes
185.4,150,in_channel,polyurethane_foam,2009,no
355.0,300,above_ground,mineral_wool,2006,no
170.5,200,underground,polyurethane_foam,2009,yes
161.2,200,above_ground,mineral_wool,2016,yes
105.1,150,underground,polyurethane_foam,1988,no
415.5,100,above_ground,mineral_wool,2000,no
178.0,150,in_channel,foam_glass,1991,no
248.3,200,in_channel,polyurethane_foam,1983,yes
221.1,300,underground,polyurethane_foam,1986,no
356.5,100,above_ground,foam_glass,1985,yes
297.9,100,in_channel,polyurethane_foam,2019,yes
90.3,300,underground,foam_glass,1992,no
287.8,200,in_channel,mineral_wool,1982,yes
467.6,200,above_ground,polyurethane_foam,1998,yes
249.9,150,in_channel,mineral_wool,2008,yes
187.8,150,in_channel,foam_glass,2007,no
310.0,200,underground,mineral_wool,2017,no
238.0,200,above_ground,polyurethane_foam,2023,no
482.7,300,in_channel,foam_glass,1986,yes
295.4,100,in_channel,mineral_wool,1995,yes
182.7,250,in_channel,foam_glass,2009,no
452.9,250,above_ground,mineral_wool,1984,yes
60.0,150,in_channel,mineral_wool,2022,yes
473.0,100,above_ground,foam_glass,2000,no
165.3,150,above_ground,mineral_wool,2016,no
151.9,250,underground,foam_glass,1996,no
356.4,150,underground,mineral_wool,2006,no
259.7,200,in_channel,foam_glass,1993,yes
483.3,200,in_channel,foam_glass,2006,no
372.8,200,above_ground,polyurethane_foam,2003,yes
344.7,250,in_channel,foam_glass,1999,yes
396.9,250,underground,mineral_wool,2014,no
177.8,200,in_channel,polyurethane_foam,2000,no
74.2,250,underground,foam_glass,2003,no
93.4,300,in_channel,mineral_wool,1984,no
277.4,150,underground,mineral_wool,2005,no
376.9,150,in_channel,polyurethane_foam,1983,yes
394.4,200,underground,mineral_wool,1988,yes
269.3,100,above_ground,mineral_wool,2009,no
440.3,250,underground,foam_glass,2020,no
106.2,100,above_ground,mineral_wool,2015,no
158.9,100,in_channel,mineral_wool,1992,no
193.6,100,in_channel,foam_glass,1989,yes
414.6,250,above_ground,foam_glass,1980,yes
419.4,150,underground,foam_glass,1990,yes
202.2,200,in_channel,polyurethane_foam,1996,no
391.5,100,in_channel,foam_glass,1987,no
386.0,200,underground,polyurethane_foam,2010,yes
483.4,300,above_ground,foam_glass,2022,yes
160.8,150,above_ground,mineral_wool,1986,no
478.2,200,in_channel,polyurethane_foam,1988,yes
163.1,200,above_ground,foam_glass,1988,yes
78.9,300,underground,mineral_wool,1993,no
157.0,250,underground,mineral_wool,1981,no
106.2,150,above_ground,polyurethane_foam,2009,no
70.4,250,above_ground,foam_glass,2011,no
350.3,100,in_channel,polyurethane_foam,2003,yes
151.8,150,in_channel,mineral_wool,2011,no
377.6,200,underground,foam_glass,2019,no
170.5,100,underground,mineral_wool,1996,yes
107.5,100,underground,polyurethane_foam,1989,no
124.1,100,in_channel,foam_glass,1981,yes
313.0,200,underground,foam_glass,1986,yes
286.8,250,in_channel,mineral_wool,1999,yes
398.3,250,above_ground,mineral_wool,2015,no
263.1,100,in_channel,foam_glass,2004,yes
59.5,100,underground,mineral_wool,2014,no
294.8,300,underground,mineral_wool,1981,yes
55.6,250,in_channel,polyurethane_foam,2021,no
332.2,100,above_ground,foam_glass,1980,no
498.7,200,in_channel,foam_glass,2014,no
272.9,100,above_ground,polyurethane_foam,2023,yes
226.9,150,underground,mineral_wool,2010,no
487.0,250,in_channel,polyurethane_foam,2018,no
339.9,100,in_channel,foam_glass,2022,yes
389.2,250,underground,foam_glass,2018,no
166.0,150,in_channel,polyurethane_foam,2015,yes
130.6,100,in_channel,polyurethane_foam,2004,no
460.9,150,above_ground,foam_glass,2021,no
462.3,250,above_ground,mineral_wool,2003,yes
137.9,300,in_channel,foam_glass,1981,no
120.0,150,above_ground,foam_glass,2014,no
97.8,300,underground,polyurethane_foam,1997,no
320.8,200,underground,polyurethane_foam,1982,yes
267.2,100,in_channel,mineral_wool,1993,no
201.6,250,above_ground,polyurethane_foam,2017,yes
440.7,100,above_ground,mineral_wool,2015,no
336.8,100,underground,foam_glass,1995,no
128.3,200,in_channel,mineral_wool,2001,yes
457.8,150,above_ground,mineral_wool,1994,yes
112.1,150,underground,polyurethane_foam,2008,no
397.2,150,underground,polyurethane_foam,1984,yes
238.7,100,underground,mineral_wool,1989,no
297.9,250,underground,polyurethane_foam,1987,yes
281.9,200,above_ground,polyurethane_foam,1981,yes
211.3,250,underground,mineral_wool,2012,no
144.2,250,underground,polyurethane_foam,2007,no
173.3,250,underground,polyurethane_foam,1985,yes
270.1,300,above_ground,polyurethane_foam,2007,yes
302.2,250,in_channel,polyurethane_foam,2002,no
252.3,250,in_channel,polyurethane_foam,1988,yes
338.2,100,underground,polyurethane_foam,1996,yes
78.6,200,in_channel,foam_glass,2002,yes
223.0,250,underground,polyurethane_foam,2007,no
233.0,100,above_ground,foam_glass,2005,no
482.3,200,underground,foam_glass,2011,yes
67.7,200,in_channel,foam_glass,2003,no
321.8,250,above_ground,polyurethane_foam,2004,no
100.1,150,in_channel,foam_glass,1998,no
109.6,200,above_ground,foam_glass,2022,yes
252.9,100,above_ground,foam_glass,2006,yes
64.7,300,in_channel,polyurethane_foam,2007,no
269.9,100,underground,mineral_wool,1988,no
349.0,150,in_channel,foam_glass,2020,no
358.7,100,in_channel,foam_glass,1992,no
311.8,300,underground,foam_glass,1982,yes
401.5,300,in_channel,polyurethane_foam,2023,no
290.8,200,underground,foam_glass,1996,yes
259.8,200,underground,foam_glass,1999,yes
216.0,300,in_channel,polyurethane_foam,2003,no
67.7,200,above_ground,mineral_wool,2001,yes
85.9,150,underground,mineral_wool,1990,yes
309.6,250,above_ground,mineral_wool,2004,no
381.3,300,above_ground,foam_glass,2004,no
461.2,250,above_ground,mineral_wool,2002,no
98.4,100,underground,mineral_wool,2015,no
332.9,300,above_ground,mineral_wool,1983,yes
70.6,300,above_ground,polyurethane_foam,1983,no
369.6,100,underground,foam_glass,1988,no
187.5,300,underground,polyurethane_foam,2009,no
226.1,200,above_ground,polyurethane_foam,1988,no
195.2,250,above_ground,mineral_wool,2006,no
390.8,150,above_ground,polyurethane_foam,2001,no
390.7,150,in_channel,polyurethane_foam,2007,yes
158.1,250,above_ground,foam_glass,1997,no
499.5,150,above_ground,foam_glass,2009,no
170.0,250,underground,foam_glass,1993,no
481.9,200,above_ground,foam_glass,2006,no
410.7,250,underground,foam_glass,2010,yes
270.3,150,underground,foam_glass,2011,yes
387.6,300,above_ground,polyurethane_foam,2021,yes
479.0,150,in_channel,foam_glass,1993,yes
191.6,300,in_channel,mineral_wool,2011,no
267.3,100,underground,foam_glass,1995,no
56.6,250,in_channel,mineral_wool,2021,yes
381.0,250,in_channel,polyurethane_foam,2017,no
299.9,300,underground,foam_glass,2012,no
493.2,100,underground,mineral_wool,1987,no
259.6,150,underground,polyurethane_foam,2004,no
473.8,200,underground,mineral_wool,2010,no
143.6,150,in_channel,mineral_wool,2017,no
290.7,200,above_ground,polyurethane_foam,1993,yes
265.6,300,above_ground,foam_glass,1982,yes
438.8,250,in_channel,mineral_wool,1993,yes
402.8,150,underground,foam_glass,2005,yes
407.7,100,above_ground,foam_glass,2010,yes
377.6,150,underground,mineral_wool,2022,no
257.0,150,in_channel,polyurethane_foam,2016,no
404.8,150,underground,mineral_wool,2001,no
131.7,200,above_ground,foam_glass,1980,yes
140.9,200,in_channel,foam_glass,2009,no
124.0,300,above_ground,mineral_wool,2003,yes
456.2,250,underground,mineral_wool,1990,yes
133.5,250,above_ground,foam_glass,2013,no
301.1,200,underground,foam_glass,2006,no
198.9,100,above_ground,polyurethane_foam,1982,no
422.4,100,in_channel,foam_glass,1994,no
62.5,150,underground,polyurethane_foam,2007,no
462.2,250,underground,mineral_wool,2012,no
129.0,250,in_channel,foam_glass,2006,no
156.2,200,in_channel,polyurethane_foam,2010,yes
138.7,100,underground,mineral_wool,2008,no
120.3,200,in_channel,mineral_wool,1980,yes
329.1,300,underground,foam_glass,2012,no
324.1,150,underground,polyurethane_foam,1991,yes
483.1,100,underground,mineral_wool,2008,no
290.1,150,in_channel,polyurethane_foam,1980,yes
324.6,300,in_channel,foam_glass,2023,no
440.3,100,underground,mineral_wool,2022,no
267.7,200,in_channel,polyurethane_foam,2019,no
192.4,150,in_channel,foam_glass,1993,no
60.1,200,in_channel,foam_glass,1991,no
118.3,150,underground,mineral_wool,2008,yes
336.0,200,above_ground,polyurethane_foam,1986,yes
179.9,250,in_channel,polyurethane_foam,1999,yes
259.9,100,underground,mineral_wool,1980,no
121.4,150,above_ground,mineral_wool,2011,no
322.8,150,in_channel,foam_glass,1993,yes
213.3,100,underground,foam_glass,2006,no
242.3,100,in_channel,foam_glass,1986,no
84.4,100,above_ground,mineral_wool,1999,no
312.0,300,in_channel,polyurethane_foam,2001,no
399.7,100,above_ground,polyurethane_foam,1996,no
53.3,200,above_ground,mineral_wool,1980,no
63.4,100,in_channel,polyurethane_foam,2016,no
475.8,200,underground,foam_glass,2017,yes
461.5,100,underground,foam_glass,2022,no
124.9,200,in_channel,mineral_wool,2008,no
167.9,150,underground,mineral_wool,2004,yes
198.0,300,in_channel,foam_glass,1990,yes
121.4,250,above_ground,foam_glass,1995,no
394.2,200,in_channel,polyurethane_foam,2014,no
489.3,100,in_channel,mineral_wool,2017,no
304.5,250,underground,foam_glass,2012,yes
305.2,300,above_ground,foam_glass,2007,no
137.5,200,above_ground,foam_glass,2012,no
217.5,250,above_ground,foam_glass,1987,yes
217.6,250,underground,mineral_wool,1988,no
489.1,300,above_ground,mineral_wool,2012,no
198.0,150,in_channel,foam_glass,2018,no
156.2,250,above_ground,polyurethane_foam,2014,no
341.6,200,underground,mineral_wool,2011,no
336.1,200,in_channel,foam_glass,1984,yes
110.9,300,in_channel,mineral_wool,2015,yes
241.1,300,in_channel,polyurethane_foam,2008,no
69.8,150,underground,foam_glass,1983,yes
127.2,200,underground,foam_glass,2010,no
306.8,200,in_channel,polyurethane_foam,2017,yes
423.7,300,underground,polyurethane_foam,2021,no
96.8,200,above_ground,foam_glass,1981,no
352.8,250,above_ground,foam_glass,2018,yes
253.3,250,in_channel,mineral_wool,2017,yes
67.4,150,above_ground,polyurethane_foam,2011,no
148.0,150,above_ground,polyurethane_foam,1997,no
486.2,200,in_channel,foam_glass,2000,no
200.1,300,underground,mineral_wool,2015,no
69.0,200,underground,polyurethane_foam,1987,no
257.4,100,underground,polyurethane_foam,2000,no
85.3,150,above_ground,mineral_wool,1982,no
307.4,300,underground,polyurethane_foam,2013,no
373.4,100,underground,mineral_wool,1991,yes
229.6,150,underground,polyurethane_foam,2021,yes
258.0,100,above_ground,foam_glass,2010,yes
308.0,300,above_ground,polyurethane_foam,2013,no
307.4,250,in_channel,mineral_wool,2018,no
127.7,200,underground,polyurethane_foam,2002,yes
287.9,300,in_channel,polyurethane_foam,2019,yes
458.5,200,above_ground,mineral_wool,2008,no
319.9,100,underground,mineral_wool,2010,no
403.0,300,underground,foam_glass,1983,yes
479.1,150,in_channel,mineral_wool,1986,yes
461.8,250,in_channel,polyurethane_foam,1994,yes
489.2,250,in_channel,mineral_wool,2008,no
422.0,100,above_ground,mineral_wool,2012,no
107.5,250,in_channel,mineral_wool,1989,no
467.5,200,underground,mineral_wool,1998,yes
249.4,200,underground,mineral_wool,1983,no
62.9,250,above_ground,polyurethane_foam,2006,yes
253.2,150,underground,polyurethane_foam,2020,yes
496.5,200,in_channel,mineral_wool,1987,yes
372.2,300,underground,polyurethane_foam,2009,no
235.6,150,above_ground,mineral_wool,1988,no
274.8,200,in_channel,polyurethane_foam,1990,yes
326.1,250,in_channel,foam_glass,1985,yes
203.3,100,in_channel,polyurethane_foam,1996,no
463.4,100,in_channel,foam_glass,2005,yes
192.8,200,in_channel,mineral_wool,2023,no
216.2,250,in_channel,foam_glass,2013,yes
70.0,300,in_channel,foam_glass,2016,no
314.3,200,in_channel,foam_glass,1980,yes
463.0,100,in_channel,mineral_wool,1980,no
373.6,300,in_channel,polyurethane_foam,1995,yes
226.2,150,in_channel,polyurethane_foam,2013,no
198.5,100,above_ground,polyurethane_foam,2018,no
420.2,300,in_channel,polyurethane_foam,2018,no
197.8,100,in_channel,foam_glass,1985,no
235.4,250,underground,foam_glass,1986,no
87.9,100,underground,mineral_wool,1990,no
226.1,300,above_ground,polyurethane_foam,2013,no
163.5,200,underground,mineral_wool,1986,yes
90.3,200,in_channel,foam_glass,1983,no
112.7,200,above_ground,polyurethane_foam,2000,no
361.0,300,underground,mineral_wool,1980,yes
411.4,100,above_ground,mineral_wool,2005,no
451.1,300,underground,polyurethane_foam,2012,no
239.7,150,underground,foam_glass,2005,no
188.7,200,underground,polyurethane_foam,1993,no
139.1,150,above_ground,foam_glass,1982,no
483.2,250,underground,foam_glass,2007,no
235.2,150,in_channel,mineral_wool,2015,no
407.6,200,underground,polyurethane_foam,1989,yes
302.1,200,underground,mineral_wool,2013,yes
423.8,100,underground,foam_glass,2002,no
287.7,300,above_ground,polyurethane_foam,1999,yes
216.1,200,above_ground,mineral_wool,2002,yes
262.4,100,underground,foam_glass,1983,no
113.5,250,in_channel,polyurethane_foam,2001,no
299.1,250,underground,foam_glass,2020,yes
219.7,150,in_channel,polyurethane_foam,2006,no
303.1,300,in_channel,mineral_wool,1981,yes
396.8,300,above_ground,foam_glass,2019,yes
256.4,200,underground,foam_glass,2015,no
324.3,250,above_ground,mineral_wool,1997,yes
189.9,200,underground,foam_glass,1998,yes
229.0,150,in_channel,mineral_wool,1986,yes
178.1,300,in_channel,polyurethane_foam,2006,yes
321.5,250,in_channel,polyurethane_foam,2003,no
399.0,300,in_channel,foam_glass,2012,yes
147.6,200,underground,polyurethane_foam,2010,yes
342.2,100,above_ground,polyurethane_foam,1989,no
471.9,100,in_channel,mineral_wool,1989,no
62.7,150,underground,foam_glass,1990,no
70.5,200,above_ground,foam_glass,1992,yes
290.5,300,above_ground,mineral_wool,1992,yes
463.3,100,above_ground,foam_glass,2020,yes
51.2,200,above_ground,mineral_wool,2008,yes
376.5,200,in_channel,mineral_wool,1986,yes
250.6,250,in_channel,polyurethane_foam,2015,no
306.5,100,underground,foam_glass,2019,no
369.0,300,underground,polyurethane_foam,1982,yes
405.5,150,underground,mineral_wool,1982,yes
98.0,150,underground,polyurethane_foam,1989,no
239.9,200,underground,mineral_wool,2008,yes
426.1,300,in_channel,foam_glass,1994,yes
265.0,250,in_channel,foam_glass,2023,yes
302.5,300,in_channel,mineral_wool,1986,yes
419.4,200,in_channel,polyurethane_foam,2019,no
275.0,200,in_channel,mineral_wool,2005,no
478.1,100,above_ground,foam_glass,1993,no
264.3,250,underground,foam_glass,1996,yes
176.0,100,above_ground,foam_glass,1985,yes
440.0,150,underground,mineral_wool,1985,yes
134.3,150,in_channel,polyurethane_foam,2010,no
74.5,100,above_ground,mineral_wool,1998,yes
290.4,150,above_ground,foam_glass,1980,yes
436.9,200,in_channel,mineral_wool,1995,yes
478.8,250,in_channel,polyurethane_foam,1984,yes
159.9,150,in_channel,polyurethane_foam,2006,yes
108.2,250,in_channel,foam_glass,2022,no
114.8,150,underground,mineral_wool,1988,no
138.9,100,above_ground,polyurethane_foam,2017,no
368.2,300,underground,foam_glass,2014,no
75.6,300,underground,mineral_wool,1982,no
390.8,300,above_ground,mineral_wool,1984,yes
223.4,100,in_channel,mineral_wool,1992,no
164.9,300,in_channel,polyurethane_foam,1983,no
132.9,250,above_ground,polyurethane_foam,2023,yes
383.2,250,above_ground,polyurethane_foam,1993,yes
228.6,250,underground,polyurethane_foam,1997,yes
421.8,150,underground,foam_glass,1989,yes
379.6,100,in_channel,mineral_wool,1987,yes
86.6,200,in_channel,polyurethane_foam,1986,no
336.1,200,above_ground,polyurethane_foam,1983,yes
415.5,300,above_ground,foam_glass,1995,yes
181.8,150,underground,polyurethane_foam,2002,yes
159.6,250,above_ground,polyurethane_foam,2012,no
240.5,150,underground,mineral_wool,2020,yes
172.3,250,above_ground,polyurethane_foam,2015,no
261.9,200,above_ground,polyurethane_foam,2018,no
253.9,200,above_ground,polyurethane_foam,2011,no
448.1,200,in_channel,polyurethane_foam,2023,no
467.1,250,underground,foam_glass,1993,yes
248.0,300,underground,polyurethane_foam,2015,no
301.4,150,in_channel,foam_glass,2001,no
308.5,200,underground,mineral_wool,2016,no
103.2,300,in_channel,foam_glass,2012,no
189.4,150,above_ground,foam_glass,2000,no
180.8,100,above_ground,mineral_wool,2022,yes
141.8,150,above_ground,mineral_wool,2007,yes
471.4,300,above_ground,polyurethane_foam,1997,yes
237.5,250,underground,foam_glass,2011,yes
388.5,300,above_ground,mineral_wool,2018,no
125.3,150,above_ground,mineral_wool,2014,no
64.4,200,in_channel,polyurethane_foam,1983,no
183.8,200,underground,polyurethane_foam,1993,no
276.4,200,in_channel,polyurethane_foam,1984,yes
106.5,200,underground,mineral_wool,1989,yes
323.7,150,above_ground,polyurethane_foam,1993,yes
63.8,250,above_ground,foam_glass,2004,no
350.8,100,above_ground,foam_glass,2021,no
170.0,200,above_ground,foam_glass,1985,yes
175.9,200,underground,foam_glass,1998,no
233.3,150,underground,polyurethane_foam,2008,no
118.7,300,in_channel,foam_glass,2010,no
61.9,150,above_ground,polyurethane_foam,1982,no
226.1,250,above_ground,polyurethane_foam,1996,no
193.5,250,above_ground,polyurethane_foam,1985,no
323.5,300,underground,foam_glass,1986,yes
445.9,200,in_channel,foam_glass,2008,no
206.9,150,underground,polyurethane_foam,2022,no
133.5,300,underground,foam_glass,1998,no
154.9,200,underground,polyurethane_foam,2003,yes
61.7,300,above_ground,mineral_wool,1996,no
180.4,250,underground,foam_glass,2010,no
396.2,250,underground,foam_glass,2022,no
196.4,250,in_channel,foam_glass,1992,no
365.9,300,above_ground,mineral_wool,1987,yes
453.3,300,in_channel,polyurethane_foam,1991,yes
267.9,200,in_channel,mineral_wool,2014,no
291.6,200,above_ground,mineral_wool,1982,yes
474.5,150,underground,polyurethane_foam,1997,yes
280.9,100,underground,foam_glass,2020,no
146.7,300,underground,foam_glass,1983,no
325.5,200,underground,mineral_wool,1988,yes
63.6,300,in_channel,mineral_wool,1985,no
245.2,150,in_channel,mineral_wool,2019,yes
129.6,150,above_ground,polyurethane_foam,2005,no
499.3,200,above_ground,foam_glass,2015,no
283.9,100,above_ground,foam_glass,2014,yes
317.3,300,underground,mineral_wool,1995,yes
206.7,100,underground,mineral_wool,2003,yes
336.5,250,in_channel,polyurethane_foam,2014,no
250.4,150,underground,mineral_wool,2007,no
383.3,250,in_channel,polyurethane_foam,1996,yes
344.3,200,underground,foam_glass,1980,yes
64.6,200,above_ground,mineral_wool,1991,yes
118.0,100,above_ground,foam_glass,2000,no
121.8,150,in_channel,polyurethane_foam,2000,no
311.1,150,above_ground,mineral_wool,2012,no
138.3,150,in_channel,mineral_wool,1986,yes
445.5,150,in_channel,polyurethane_foam,1989,yes
126.8,200,underground,foam_glass,1980,no
366.2,150,in_channel,foam_glass,1993,yes
474.7,200,above_ground,polyurethane_foam,2001,no
371.8,250,above_ground,polyurethane_foam,1997,yes
439.2,100,underground,polyurethane_foam,2012,yes
113.8,100,underground,foam_glass,2022,no
51.1,200,above_ground,foam_glass,2001,no
203.7,250,above_ground,foam_glass,1998,yes
228.9,250,in_channel,polyurethane_foam,2002,yes
350.3,150,above_ground,foam_glass,1994,yes
483.2,250,underground,foam_glass,2017,no
320.1,200,above_ground,mineral_wool,2004,no
446.2,250,in_channel,mineral_wool,2005,yes
117.1,200,above_ground,polyurethane_foam,1984,no
435.3,300,underground,polyurethane_foam,2007,no
433.2,200,in_channel,foam_glass,2018,no
347.6,300,underground,mineral_wool,2021,no
115.6,300,in_channel,foam_glass,1991,no
101.5,100,in_channel,foam_glass,1992,yes
112.8,100,in_channel,polyurethane_foam,1986,no
148.1,100,above_ground,mineral_wool,2013,no
387.5,250,above_ground,foam_glass,1987,yes
154.2,150,underground,polyurethane_foam,2000,no
192.0,100,in_channel,mineral_wool,2020,no
243.6,300,in_channel,foam_glass,1994,no
279.9,150,above_ground,foam_glass,1985,yes
459.2,150,above_ground,mineral_wool,2012,no
295.0,300,above_ground,polyurethane_foam,2009,no
108.7,200,underground,foam_glass,1994,no
443.7,150,underground,mineral_wool,2019,no
103.3,200,underground,mineral_wool,2013,no
319.6,200,above_ground,polyurethane_foam,1998,yes
445.6,200,underground,foam_glass,2006,yes
79.4,100,underground,foam_glass,2007,no
256.7,300,underground,foam_glass,1994,yes
155.0,200,underground,mineral_wool,2014,no
234.7,250,in_channel,mineral_wool,2000,no
462.2,250,above_ground,mineral_wool,2010,no
476.3,250,above_ground,polyurethane_foam,2008,yes
346.9,150,in_channel,foam_glass,2016,no
492.0,100,above_ground,mineral_wool,1989,no
487.5,150,underground,polyurethane_foam,1993,yes
179.4,100,underground,mineral_wool,2019,no
445.2,150,above_ground,foam_glass,1981,yes
88.9,100,underground,mineral_wool,2009,no
260.4,250,above_ground,foam_glass,1996,yes
455.8,300,underground,mineral_wool,2019,no
171.5,150,above_ground,polyurethane_foam,2011,yes
375.4,250,above_ground,mineral_wool,2001,yes
373.8,300,above_ground,mineral_wool,1991,yes
487.6,100,above_ground,foam_glass,1982,yes
202.9,150,underground,polyurethane_foam,2007,no
407.9,300,underground,mineral_wool,2002,no
327.8,250,in_channel,polyurethane_foam,1991,yes
96.8,150,in_channel,foam_glass,1981,yes
181.3,250,underground,polyurethane_foam,1983,yes
105.2,200,in_channel,foam_glass,2022,no
238.4,150,in_channel,mineral_wool,1990,no
150.9,150,underground,mineral_wool,2002,yes
403.5,300,underground,foam_glass,2001,yes
365.1,150,underground,foam_glass,1997,yes
455.6,250,in_channel,foam_glass,2020,no
497.4,250,above_ground,polyurethane_foam,2002,yes
172.8,100,in_channel,mineral_wool,1994,no
81.3,300,underground,mineral_wool,1996,yes
184.9,200,in_channel,mineral_wool,2004,no
